customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,total_score,segment,predicted_clv,value_segment
12684,8,7,2049.03,5,4,4,544,13,Champions,2797.276584359137,Medium-High Value
12685,28,6,2643.08,4,4,5,445,13,Champions,7996.793056080042,High Value
12695,7,7,1336.32,5,4,4,544,13,Champions,582.4589766105973,Low-Medium Value
12700,8,4,4440.07,5,3,5,535,13,Potential Loyalists,5254.205450224931,High Value
12704,7,8,1536.44,5,4,4,544,13,Champions,2686.00425961964,Medium-High Value
12705,15,13,10354.86,5,5,5,555,15,Champions,6055.146565125032,High Value
12708,30,18,5242.1,4,5,5,455,14,Champions,2318.54856126633,Medium-High Value
12709,15,31,9236.53,5,5,5,555,15,Champions,4140.097998254281,High Value
12712,29,21,5555.81,4,5,5,455,14,Champions,2447.40007741529,Medium-High Value
12714,9,12,12249.59,5,5,5,555,15,Champions,5158.404520927376,High Value
12720,3,29,7738.67,5,5,5,555,15,Champions,4985.923233546019,High Value
12721,32,8,3869.08,4,4,5,445,13,Champions,2426.971067338928,Medium-High Value
12724,5,7,2317.52,5,4,5,545,14,Champions,1256.0449669189456,Medium Value
12726,28,11,4014.6,4,5,5,455,14,Champions,1978.0227940340608,Medium-High Value
12727,11,10,3844.27,5,5,5,555,15,Champions,1786.2752757382336,Medium-High Value
12731,24,14,8339.03,4,5,5,455,14,Champions,4041.0694628447673,High Value
12744,56,8,7745.95,4,4,5,445,13,Champions,3878.827573030728,High Value
12747,2,26,5410.34,5,5,5,555,15,Champions,2402.9436437661598,Medium-High Value
12748,1,323,42376.68,5,5,5,555,15,Champions,19433.631431703732,High Value
12749,4,9,6644.16,5,5,5,555,15,Champions,3834.899258780905,High Value
12753,23,6,2539.98,4,4,5,445,13,Champions,1974.2867183081144,Medium-High Value
12757,16,9,4084.65,5,5,5,555,15,Champions,5837.84789867543,High Value
12759,52,8,4945.74,4,4,5,445,13,Champions,1988.024530846853,Medium-High Value
12762,8,2,1157.92,5,2,4,524,11,Potential Loyalists,8145.299567560829,High Value
12766,4,9,8610.380000000001,5,5,5,555,15,Champions,6349.581914898778,High Value
12775,17,7,1686.1200000000001,5,4,4,544,13,Champions,1196.0553295961286,Medium Value
12778,20,9,1775.68,4,5,4,454,13,Champions,885.2897438811601,Medium Value
12779,38,14,6085.15,4,5,5,455,14,Champions,2592.259853283409,Medium-High Value
12782,5,11,4114.24,5,5,5,555,15,Champions,2438.0180735964937,Medium-High Value
12783,2,4,1379.8700000000001,5,3,4,534,12,Potential Loyalists,4722.124789866052,High Value
12820,3,11,2689.52,5,5,5,555,15,Champions,1126.2838633195977,Medium Value
12826,3,12,2775.9500000000003,5,5,5,555,15,Champions,1191.6742560253685,Medium Value
12836,59,15,5688.77,4,5,5,455,14,Champions,2432.5255335242673,Medium-High Value
12838,34,10,2917.28,4,5,5,455,14,Champions,1497.5063093241145,Medium Value
12839,3,26,9749.03,5,5,5,555,15,Champions,4324.010401218707,High Value
12841,5,40,7339.0,5,5,5,555,15,Champions,4664.246423076609,High Value
12849,31,6,2621.36,4,4,5,445,13,Champions,1250.1529612666811,Medium Value
12856,8,6,2179.93,5,4,4,544,13,Champions,9736.222633640218,High Value
12867,26,13,7838.59,4,5,5,455,14,Champions,3383.8288497589474,High Value
12877,4,19,2646.17,5,5,5,555,15,Champions,1226.7534792773338,Medium Value
12901,10,14,1686.13,5,5,4,554,14,Champions,1957.9984852759235,Medium-High Value
12906,12,5,1300.93,5,4,4,544,13,Champions,4563.761435089984,High Value
12909,40,8,2485.39,4,4,5,445,13,Champions,1124.4992286338118,Medium Value
12910,23,13,3093.04,4,5,5,455,14,Champions,1554.8964935845268,Medium Value
12912,8,4,564.3000000000001,5,3,3,533,11,Potential Loyalists,3572.5726227866503,High Value
12913,5,11,1562.22,5,5,4,554,14,Champions,649.7748385301982,Low-Medium Value
12919,8,6,1061.91,5,4,4,544,13,Champions,1768.0294851875835,Medium-High Value
12921,9,74,32218.23,5,5,5,555,15,Champions,14561.12981062227,High Value
12928,35,12,3886.09,4,5,5,455,14,Champions,2190.895647578656,Medium-High Value
12933,24,8,1687.03,4,4,4,444,12,Champions,684.6509621427684,Medium Value
12935,2,15,4173.06,5,5,5,555,15,Champions,2170.1438627755674,Medium-High Value
12937,15,9,2689.61,5,5,5,555,15,Champions,1098.2954711459047,Medium Value
12948,16,9,2317.43,5,5,5,555,15,Champions,943.7486816599724,Medium Value
12949,31,22,15315.5,4,5,5,455,14,Champions,6715.992430330669,High Value
12951,9,15,3213.7200000000003,5,5,5,555,15,Champions,1450.9723383759842,Medium Value
12952,6,4,1387.79,5,3,4,534,12,Potential Loyalists,4564.193366959257,High Value
12955,1,11,4049.52,5,5,5,555,15,Champions,4655.532311585852,High Value
12957,10,13,8630.47,5,5,5,555,15,Champions,3694.9682009436356,High Value
12963,8,12,3601.59,5,5,5,555,15,Champions,2152.016984821441,Medium-High Value
12970,7,10,1524.97,5,5,4,554,14,Champions,631.3606244659076,Low-Medium Value
12971,4,108,7474.900000000001,5,5,5,555,15,Champions,3458.5722725145533,High Value
12985,1,2,1239.38,5,2,4,524,11,Potential Loyalists,7472.848885225383,High Value
12993,23,8,1259.63,4,4,4,444,12,Champions,564.722871768654,Low-Medium Value
12997,22,8,1871.23,4,4,4,444,12,Champions,903.3447937803953,Medium Value
13001,4,33,16219.28,5,5,5,555,15,Champions,7225.202343664161,High Value
13004,12,36,11650.85,5,5,5,555,15,Champions,5282.680338821588,High Value
13012,9,11,2972.83,5,5,5,555,15,Champions,1544.0439301107203,Medium Value
13013,1,28,11285.17,5,5,5,555,15,Champions,5068.10466737291,High Value
13014,11,11,4250.38,5,5,5,555,15,Champions,3020.098244428637,Medium-High Value
13015,53,11,5906.42,4,5,5,455,14,Champions,3011.6527344128253,Medium-High Value
13018,16,35,9466.960000000001,5,5,5,555,15,Champions,4791.992751461537,High Value
13021,4,17,4811.64,5,5,5,555,15,Champions,2083.233119712169,Medium-High Value
13026,1,8,1398.52,5,4,4,544,13,Champions,569.1278751938228,Low-Medium Value
13032,52,9,2753.55,4,5,5,455,14,Champions,1800.5181453660778,Medium-High Value
13040,9,2,676.99,5,2,3,523,10,Potential Loyalists,3571.6757338004813,High Value
13047,32,24,7819.36,4,5,5,455,14,Champions,3499.6067766952556,High Value
13048,14,9,3980.53,5,5,5,555,15,Champions,1756.9087660992072,Medium-High Value
13050,15,34,12096.4,5,5,5,555,15,Champions,5483.055079275766,High Value
13064,13,6,1555.74,5,4,4,544,13,Champions,740.6926492639162,Medium Value
13069,1,38,7650.2699999999995,5,5,5,555,15,Champions,4640.506094038335,High Value
13077,1,11,2819.15,5,5,5,555,15,Champions,1188.6770102163164,Medium Value
13078,3,56,12154.85,5,5,5,555,15,Champions,5461.823325763761,High Value
13081,12,26,43067.95,5,5,5,555,15,Champions,19154.364352245615,High Value
13089,4,175,69346.23,5,5,5,555,15,Champions,31631.95138021831,High Value
13090,9,20,3476.72,5,5,5,555,15,Champions,2262.1226352494614,Medium-High Value
13093,276,48,18934.3,2,5,5,255,12,Need Attention,8517.031998377042,High Value
13097,33,27,12323.08,4,5,5,455,14,Champions,5436.6466499482485,High Value
13098,1,26,10045.38,5,5,5,555,15,Champions,10320.855356979648,High Value
13102,1,37,10211.56,5,5,5,555,15,Champions,5774.128987260905,High Value
13107,44,9,3373.4500000000003,4,5,5,455,14,Champions,1504.4454126964529,Medium Value
13110,31,12,2818.8700000000003,4,5,5,455,14,Champions,1183.8283670776725,Medium Value
13113,1,37,4186.44,5,5,5,555,15,Champions,2218.317483048936,Medium-High Value
13115,12,10,5423.3,5,5,5,555,15,Champions,2755.9713459408504,Medium-High Value
13117,22,18,2550.81,4,5,5,455,14,Champions,1307.7775747383942,Medium Value
13118,20,9,2067.83,4,5,4,454,13,Champions,1416.9611477622966,Medium Value
13126,5,13,3998.25,5,5,5,555,15,Champions,1926.0754800867405,Medium-High Value
13131,23,7,2930.4700000000003,4,4,5,445,13,Champions,1269.649281238249,Medium Value
13136,56,13,6274.56,4,5,5,455,14,Champions,2678.971254829292,Medium-High Value
13137,11,16,7712.7,5,5,5,555,15,Champions,4873.149477717717,High Value
13138,22,7,1467.24,4,4,4,444,12,Champions,1072.3311605321812,Medium Value
13139,16,8,6608.8,5,4,5,545,14,Champions,4468.0597143651885,High Value
13148,29,26,8621.81,4,5,5,455,14,Champions,3829.283101849331,High Value
13155,33,6,1750.18,4,4,4,444,12,Champions,1002.974108581636,Medium Value
13157,49,9,5507.36,4,5,5,455,14,Champions,2578.710908970164,Medium-High Value
13167,19,5,1125.15,5,4,4,544,13,Champions,781.3049101876339,Medium Value
13168,36,5,1793.71,4,4,4,444,12,Champions,895.6012575954506,Medium Value
13173,4,11,2639.35,5,5,5,555,15,Champions,1112.8654618996625,Medium Value
13174,16,12,9431.24,5,5,5,555,15,Champions,3976.9846920343966,High Value
13178,26,21,13352.27,4,5,5,455,14,Champions,5947.005670632553,High Value
13183,8,15,1880.02,5,5,4,554,14,Champions,933.0292614923088,Medium Value
13184,15,10,1701.29,5,5,4,554,14,Champions,1788.9275791742075,Medium-High Value
13196,11,7,3068.84,5,4,5,545,14,Champions,1441.8380685693746,Medium Value
13198,10,8,4894.33,5,4,5,545,14,Champions,3339.513077213628,High Value
13199,8,45,3583.69,5,5,5,555,15,Champions,1779.1751157913723,Medium-High Value
13203,10,10,2564.85,5,5,5,555,15,Champions,1081.0330199201255,Medium Value
13208,59,9,1988.5,4,5,4,454,13,Champions,811.9989680190182,Medium Value
13209,30,12,6430.77,4,5,5,455,14,Champions,2914.2275263754336,Medium-High Value
13211,10,9,1227.81,5,5,4,554,14,Champions,503.4279297894049,Low-Medium Value
13213,57,11,3622.32,4,5,5,455,14,Champions,1961.0145374580495,Medium-High Value
13225,3,6,1414.22,5,4,4,544,13,Champions,551.1480493265732,Low-Medium Value
13230,4,30,6156.08,5,5,5,555,15,Champions,3189.408829612871,Medium-High Value
13232,13,7,1357.6,5,4,4,544,13,Champions,1623.601400260031,Medium Value
13246,18,11,2496.43,5,5,5,555,15,Champions,1462.3965852080796,Medium Value
13263,1,39,8582.29,5,5,5,555,15,Champions,6853.2204561177605,High Value
13265,53,5,1516.86,4,4,4,444,12,Champions,1500.8682915542763,Medium Value
13266,11,19,5662.36,5,5,5,555,15,Champions,2508.7011416161713,Medium-High Value
13267,3,36,8707.11,5,5,5,555,15,Champions,3910.1367039504635,High Value
13268,18,11,3214.69,5,5,5,555,15,Champions,3709.6635341664023,High Value
13269,1,28,7935.9,5,5,5,555,15,Champions,3505.9375436460364,High Value
13285,23,6,3364.59,4,4,5,445,13,Champions,1519.6116017861818,Medium Value
13297,8,7,2573.52,5,4,5,545,14,Champions,1374.2040211705826,Medium Value
13305,4,16,3627.5099999999998,5,5,5,555,15,Champions,1799.8195276869226,Medium-High Value
13309,7,6,1706.3700000000001,5,4,4,544,13,Champions,1224.8294992621156,Medium Value
13310,28,5,1541.2,4,4,4,444,12,Champions,1038.1840639681504,Medium Value
13313,22,12,3445.32,4,5,5,455,14,Champions,1448.8817212310014,Medium Value
13319,5,58,20243.31,5,5,5,555,15,Champions,9176.710906639819,High Value
13324,36,16,3289.56,4,5,5,455,14,Champions,1849.5685717311553,Medium-High Value
13327,39,19,8453.59,4,5,5,455,14,Champions,3755.7556728582217,High Value
13329,32,8,2512.97,4,4,5,445,13,Champions,1011.5073447026501,Medium Value
13340,45,11,4004.41,4,5,5,455,14,Champions,1879.4805998997742,Medium-High Value
13362,9,7,5394.07,5,4,5,545,14,Champions,3681.9142973490107,High Value
13381,32,12,7080.27,4,5,5,455,14,Champions,2973.4696784772023,Medium-High Value
13384,31,11,5511.15,4,5,5,455,14,Champions,3383.368375526991,High Value
13394,2,19,6016.900000000001,5,5,5,555,15,Champions,2607.984941599859,Medium-High Value
13408,2,93,16576.732,5,5,5,555,15,Champions,7533.316246821001,High Value
13410,24,7,1090.04,4,4,4,444,12,Champions,451.97037184926194,Low-Medium Value
13417,5,6,1669.49,5,4,4,544,13,Champions,702.1763561736867,Medium Value
13418,12,31,9748.59,5,5,5,555,15,Champions,4381.64006462767,High Value
13421,40,8,3700.2200000000003,4,4,5,445,13,Champions,1651.3812653845987,Medium-High Value
13426,1,22,4291.93,5,5,5,555,15,Champions,1897.5422706251977,Medium-High Value
13429,11,4,1006.8,5,3,3,533,11,Potential Loyalists,3445.422567660099,High Value
13435,5,9,2114.05,5,5,4,554,14,Champions,1271.5455728962022,Medium Value
13437,14,7,3062.46,5,4,5,545,14,Champions,4689.554361829623,High Value
13447,23,3,1129.14,4,3,4,434,11,Potential Loyalists,7262.033244805964,High Value
13448,17,12,8780.36,5,5,5,555,15,Champions,3707.5714614459102,High Value
13450,27,13,3403.16,4,5,5,455,14,Champions,1761.9497321337878,Medium-High Value
13451,26,11,7190.92,4,5,5,455,14,Champions,3520.415907160944,High Value
13455,25,6,2778.43,4,4,5,445,13,Champions,1070.9398939949967,Medium Value
13456,18,6,1277.47,5,4,4,544,13,Champions,1744.9058034044187,Medium-High Value
13458,7,16,9834.630000000001,5,5,5,555,15,Champions,8044.296698623268,High Value
13461,39,6,1697.4,4,4,4,444,12,Champions,801.3577392404703,Medium Value
13464,58,6,2961.64,4,4,5,445,13,Champions,1350.6275384348062,Medium Value
13467,11,2,1083.71,5,2,4,524,11,Potential Loyalists,5227.388575195726,High Value
13468,2,72,12904.51,5,5,5,555,15,Champions,5845.878370931042,High Value
13471,1,4,2531.58,5,3,5,535,13,Potential Loyalists,13936.856590919455,High Value
13477,38,11,2603.92,4,5,5,455,14,Champions,1170.264395105395,Medium Value
13481,46,11,3830.84,4,5,5,455,14,Champions,1599.8664559749116,Medium Value
13488,17,23,13674.27,5,5,5,555,15,Champions,6466.183655268243,High Value
13491,52,27,4427.06,4,5,5,455,14,Champions,1966.4533777684983,Medium-High Value
13495,8,10,3106.92,5,5,5,555,15,Champions,1289.8263431773353,Medium Value
13499,18,5,1057.11,5,4,4,544,13,Champions,1061.5186570702158,Medium Value
13505,73,4,3544.38,3,3,5,335,11,Promising,3868.862537276133,High Value
13507,3,4,2479.16,5,3,5,535,13,Potential Loyalists,4329.797255559955,High Value
13510,1,11,4558.29,5,5,5,555,15,Champions,1948.7429892356392,Medium-High Value
13520,59,11,4088.2000000000003,4,5,5,455,14,Champions,1738.0889345416722,Medium-High Value
13521,1,3,1093.65,5,3,4,534,12,Potential Loyalists,27353.589953058814,High Value
13523,33,6,4129.88,4,4,5,445,13,Champions,2897.8877404111417,Medium-High Value
13527,34,12,4683.74,4,5,5,455,14,Champions,2110.168930939767,Medium-High Value
13534,2,35,7720.900000000001,5,5,5,555,15,Champions,4879.565880447457,High Value
13536,1,7,2721.19,5,4,5,545,14,Champions,10642.65785446505,High Value
13538,43,11,2431.13,4,5,5,455,14,Champions,1105.5578383075838,Medium Value
13546,12,5,1092.14,5,4,4,544,13,Champions,697.4252659229223,Medium Value
13557,28,13,3032.26,4,5,5,455,14,Champions,1294.646537313958,Medium Value
13564,354,36,16344.16,2,5,5,255,12,Need Attention,7279.983657130258,High Value
13566,41,5,1708.1200000000001,4,4,4,444,12,Champions,722.0665890707444,Medium Value
13571,13,26,4470.04,5,5,5,555,15,Champions,1988.0392456365344,Medium-High Value
13576,10,26,3573.42,5,5,5,555,15,Champions,1589.2697159628337,Medium Value
13577,25,11,3225.52,4,5,5,455,14,Champions,1367.5343103568866,Medium Value
13579,15,5,1539.04,5,4,4,544,13,Champions,631.8059976215849,Low-Medium Value
13588,16,9,2478.95,5,5,5,555,15,Champions,2929.2151499102074,Medium-High Value
13590,11,18,5580.87,5,5,5,555,15,Champions,2414.796724854331,Medium-High Value
13596,6,2,697.04,5,2,3,523,10,Potential Loyalists,9806.549002647158,High Value
13599,1,31,7204.28,5,5,5,555,15,Champions,3189.800532678043,Medium-High Value
13610,12,14,2175.88,5,5,4,554,14,Champions,971.813411627212,Medium Value
13614,24,6,2359.19,4,4,5,445,13,Champions,1206.9484647577367,Medium Value
13617,40,8,1215.0,4,4,4,444,12,Champions,726.6530914371466,Medium Value
13623,31,10,2283.13,4,5,4,454,13,Champions,942.6817063383128,Medium Value
13627,59,7,1965.88,4,4,4,444,12,Champions,890.3875937051898,Medium Value
13630,5,7,1046.94,5,4,4,544,13,Champions,1063.163080609624,Medium Value
13632,25,8,3648.15,4,4,5,445,13,Champions,1764.043429997447,Medium-High Value
13634,33,16,5073.47,4,5,5,455,14,Champions,2304.163742757356,Medium-High Value
13643,31,10,2085.9700000000003,4,5,4,454,13,Champions,867.1673828301614,Medium Value
13644,16,4,2624.26,5,3,5,535,13,Potential Loyalists,6329.196345121452,High Value
13647,10,8,2483.18,5,4,5,545,14,Champions,1218.6795035148648,Medium Value
13650,17,10,3136.2,5,5,5,555,15,Champions,1397.4350399607736,Medium Value
13652,46,5,2570.85,4,4,5,445,13,Champions,1066.7323842472983,Medium Value
13654,43,11,6104.0,4,5,5,455,14,Champions,2542.284182736531,Medium-High Value
13658,10,9,5163.1,5,5,5,555,15,Champions,2309.432310118172,Medium-High Value
13668,3,34,8830.78,5,5,5,555,15,Champions,3980.791403867045,High Value
13680,1,12,5324.78,5,5,5,555,15,Champions,2245.364188426009,Medium-High Value
13692,25,5,1203.16,4,4,4,444,12,Champions,775.6558861860299,Medium Value
13694,4,78,16569.28,5,5,5,555,15,Champions,7524.427172578691,High Value
13695,31,14,2070.09,4,5,4,454,13,Champions,1124.860002174234,Medium Value
13700,26,13,2369.86,4,5,5,455,14,Champions,1102.4414287568798,Medium Value
13704,5,9,2308.06,5,5,5,555,15,Champions,7962.419651632473,High Value
13705,8,7,1626.13,5,4,4,544,13,Champions,755.422940553167,Medium Value
13709,4,17,6711.7,5,5,5,555,15,Champions,3060.134835835738,Medium-High Value
13715,281,17,7289.05,2,5,5,255,12,Need Attention,3636.40546494501,High Value
13717,32,8,1763.3,4,4,4,444,12,Champions,1074.1434028064548,Medium Value
13719,15,11,2815.25,5,5,5,555,15,Champions,1516.0697060874454,Medium Value
13725,50,7,1844.56,4,4,4,444,12,Champions,1733.2652257923685,Medium-High Value
13727,29,8,1080.05,4,4,4,444,12,Champions,437.7177210733515,Low-Medium Value
13728,37,16,2855.17,4,5,5,455,14,Champions,1239.7823900451049,Medium Value
13735,25,13,9224.12,4,5,5,455,14,Champions,3965.469143861949,High Value
13736,5,7,2766.21,5,4,5,545,14,Champions,1092.2049141350662,Medium Value
13742,17,12,3131.02,5,5,5,555,15,Champions,3037.920057847401,Medium-High Value
13743,3,7,1131.0,5,4,4,544,13,Champions,1268.7201949346631,Medium Value
13750,54,7,1031.42,4,4,4,444,12,Champions,484.59372944950684,Low-Medium Value
13755,4,9,2161.35,5,5,4,554,14,Champions,10462.865246157422,High Value
13756,2,22,6034.5,5,5,5,555,15,Champions,2690.1057436601345,Medium-High Value
13758,12,14,5994.37,5,5,5,555,15,Champions,2546.6674907419183,Medium-High Value
13761,50,6,1832.77,4,4,4,444,12,Champions,786.1268422667083,Medium Value
13767,2,73,18939.46,5,5,5,555,15,Champions,8546.54552379405,High Value
13769,2,20,4507.54,5,5,5,555,15,Champions,1999.8371916634592,Medium-High Value
13772,34,8,3039.9700000000003,4,4,5,445,13,Champions,1375.4154961876925,Medium Value
13777,1,41,4850.47,5,5,5,555,15,Champions,2168.0146526582917,Medium-High Value
13782,13,13,1793.72,5,5,4,554,14,Champions,763.7499709611168,Medium Value
13784,10,12,1153.67,5,5,4,554,14,Champions,793.5060973176954,Medium Value
13798,1,53,4967.75,5,5,5,555,15,Champions,2254.4161629746472,Medium-High Value
13804,31,9,3139.16,4,5,5,455,14,Champions,2160.947339551316,Medium-High Value
13808,6,5,1460.26,5,4,4,544,13,Champions,4108.834857857668,High Value
13813,40,8,2765.4700000000003,4,4,5,445,13,Champions,1114.6609159490936,Medium Value
13815,22,8,6622.74,4,4,5,445,13,Champions,2942.346781055747,Medium-High Value
13823,19,7,2811.34,5,4,5,545,14,Champions,1125.376982962879,Medium Value
13824,33,11,2294.96,4,5,4,454,13,Champions,1107.630900452328,Medium Value
13831,16,14,2165.7400000000002,5,5,4,554,14,Champions,932.7387048759415,Medium Value
13835,25,7,1095.27,4,4,4,444,12,Champions,491.45576230100374,Low-Medium Value
13838,6,10,1966.09,5,5,4,554,14,Champions,1031.898743153319,Medium Value
13842,59,18,5629.91,4,5,5,455,14,Champions,2720.2177896936355,Medium-High Value
13849,52,5,3469.3,4,4,5,445,13,Champions,1501.8169337984702,Medium Value
13854,9,37,3010.21,5,5,5,555,15,Champions,1412.7628765395684,Medium Value
