customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,total_score,segment,predicted_clv,value_segment
12518,1,5,2056.89,5,4,4,544,13,Champions,5097.348177123479,High Value
12519,64,2,726.54,3,2,3,323,8,Promising,257.68689036509005,Low Value
12520,79,5,2406.56,3,4,5,345,12,Loyal Customers,2381.1885050188284,Medium-High Value
12522,39,2,192.72,4,2,1,421,7,Potential Loyalists,650.7235592069875,Low-Medium Value
12523,19,23,4282.15,5,5,5,555,15,Champions,1891.9475288190242,Medium-High Value
12524,9,14,4085.99,5,5,5,555,15,Champions,1917.811405292403,Medium-High Value
12525,498,3,883.73,1,3,3,133,7,About to Sleep,307.9396165833614,Low-Medium Value
12526,1,3,1244.66,5,3,4,534,12,Potential Loyalists,3012.633274870405,Medium-High Value
12527,82,4,650.51,3,3,3,333,9,Promising,311.9974622418958,Low-Medium Value
12528,9,6,1933.48,5,4,4,544,13,Champions,1743.7073071661107,Medium-High Value
12530,60,9,3308.46,3,5,5,355,13,Loyal Customers,1549.1200673083708,Medium Value
12531,15,2,1771.2,5,2,4,524,11,Potential Loyalists,436.5326982708608,Low-Medium Value
12533,628,2,1259.89,1,2,4,124,7,About to Sleep,288.214625163995,Low-Medium Value
12535,92,2,716.35,3,2,3,323,8,Promising,650.2076409782835,Low-Medium Value
12538,29,2,640.45,4,2,3,423,9,Potential Loyalists,286.80295893474397,Low Value
12539,22,7,9306.75,4,4,5,445,13,Champions,3767.1677541945164,High Value
12540,20,33,15384.33,4,5,5,455,14,Champions,6890.75790683363,High Value
12541,30,3,897.18,4,3,3,433,10,Potential Loyalists,721.27360054721,Medium Value
12542,484,2,481.88,1,2,2,122,5,About to Sleep,127.31447729865668,Low Value
12545,75,2,832.39,3,2,3,323,8,Promising,542.5838188120003,Low-Medium Value
12546,47,2,1077.5,4,2,4,424,10,Potential Loyalists,2362.469995651888,Medium-High Value
12547,198,3,383.58,2,3,2,232,7,Need Attention,173.03497464045026,Low Value
12549,576,5,1123.28,1,4,4,144,9,About to Sleep,435.32637329408834,Low-Medium Value
12553,8,12,4414.83,5,5,5,555,15,Champions,3238.043782612,Medium-High Value
12556,50,2,603.71,4,2,3,423,9,Potential Loyalists,679.4802821517408,Low-Medium Value
12557,158,2,735.18,3,2,3,323,8,Promising,287.3093005887649,Low Value
12560,5,2,1833.01,5,2,4,524,11,Potential Loyalists,2179.2960802470493,Medium-High Value
12562,8,9,3931.78,5,5,5,555,15,Champions,2719.046912976799,Medium-High Value
12567,23,15,11811.960000000001,4,5,5,455,14,Champions,5589.2593056811465,High Value
12569,2,32,3640.29,5,5,5,555,15,Champions,4743.989511657716,High Value
12571,40,2,519.61,4,2,3,423,9,Potential Loyalists,724.9897693385143,Medium Value
12572,9,2,1020.4200000000001,5,2,4,524,11,Potential Loyalists,3377.913575145055,High Value
12573,227,5,717.41,2,4,3,243,9,Need Attention,417.6468170820315,Low-Medium Value
12575,457,2,622.82,1,2,3,123,6,About to Sleep,199.90173057136022,Low Value
12576,36,8,2062.7200000000003,4,4,4,444,12,Champions,1160.8036703053112,Medium Value
12577,35,8,1653.75,4,4,4,444,12,Champions,664.753013277686,Low-Medium Value
12578,21,4,3727.05,4,3,5,435,12,Potential Loyalists,2130.5537724489736,Medium-High Value
12580,247,2,1052.9,2,2,4,224,8,Need Attention,308.60601749562414,Low-Medium Value
12582,239,4,1707.4,2,3,4,234,9,Need Attention,749.3599371925865,Medium Value
12583,3,27,11301.17,5,5,5,555,15,Champions,5013.012189126161,High Value
12584,4,9,2072.8,5,5,4,554,14,Champions,2229.823138546136,Medium-High Value
12585,234,2,1526.06,2,2,4,224,8,Need Attention,736.1110083936837,Medium Value
12586,17,4,1764.3700000000001,5,3,4,534,12,Potential Loyalists,618.8472623858336,Low-Medium Value
12588,39,4,798.78,4,3,3,433,10,Potential Loyalists,338.8315622212332,Low-Medium Value
12589,29,6,3407.11,4,4,5,445,13,Champions,1391.4109945821563,Medium Value
12591,317,3,1084.75,2,3,4,234,9,Need Attention,598.4777102628653,Low-Medium Value
12592,92,4,1459.64,3,3,4,334,10,Promising,713.587121383079,Medium Value
12593,109,3,418.1,3,3,2,332,8,Promising,431.7199900609105,Low-Medium Value
12594,47,14,4560.49,4,5,5,455,14,Champions,2216.8527822979236,Medium-High Value
12596,51,2,440.03,4,2,2,422,8,Potential Loyalists,308.2513531529528,Low-Medium Value
12597,19,4,3223.22,5,3,5,535,13,Potential Loyalists,3057.100349501556,Medium-High Value
12598,10,11,4184.29,5,5,5,555,15,Champions,1982.0920926568606,Medium-High Value
12599,29,13,2232.82,4,5,4,454,13,Champions,1206.1061658931537,Medium Value
12600,29,21,2464.52,4,5,5,455,14,Champions,1084.1650785597942,Medium Value
12601,190,6,605.66,2,4,3,243,9,Need Attention,421.828602883088,Low-Medium Value
12604,79,2,254.18,3,2,2,322,7,Promising,164.41468920748983,Low Value
12605,376,4,1232.95,2,3,4,234,9,Need Attention,683.2195292034786,Low-Medium Value
12609,78,9,3345.86,3,5,5,355,13,Loyal Customers,1398.6226003874945,Medium Value
12610,23,4,1827.54,4,3,4,434,11,Potential Loyalists,3702.4387714605787,High Value
12613,57,10,6365.87,4,5,5,455,14,Champions,2671.9692278667867,Medium-High Value
12615,2,8,5389.14,5,4,5,545,14,Champions,2527.2995089772903,Medium-High Value
12616,95,3,1003.9,3,3,3,333,9,Promising,582.4212513211969,Low-Medium Value
12619,16,9,1617.62,5,5,4,554,14,Champions,868.5241942830392,Medium Value
12620,15,3,1339.41,5,3,4,534,12,Potential Loyalists,1477.9571881137304,Medium Value
12621,2,34,14586.65,5,5,5,555,15,Champions,7156.223012958723,High Value
12623,276,7,3489.84,2,4,5,245,11,Need Attention,1451.173136825084,Medium Value
12624,106,2,641.13,3,2,3,323,8,Promising,611.5226966589154,Low-Medium Value
12625,212,4,3749.96,2,3,5,235,10,Need Attention,1593.3507252609725,Medium Value
12626,23,9,5281.28,4,5,5,455,14,Champions,4862.267121404083,High Value
12627,11,6,4226.53,5,4,5,545,14,Champions,8555.741473742264,High Value
12628,4,3,786.46,5,3,3,533,11,Potential Loyalists,2766.1463218114764,Medium-High Value
12629,386,2,540.02,2,2,3,223,7,Need Attention,216.0414788115345,Low Value
12630,10,2,1030.88,5,2,4,524,11,Potential Loyalists,4047.430557860176,High Value
12631,57,6,3170.57,4,4,5,445,13,Champions,1289.1983737393848,Medium Value
12632,521,2,734.08,1,2,3,123,6,About to Sleep,219.73742743977655,Low Value
12633,59,7,4873.96,4,4,5,445,13,Champions,2686.8635462529865,Medium-High Value
12635,90,4,2732.41,3,3,5,335,11,Promising,1517.4417552298094,Medium Value
12637,67,12,8013.1,3,5,5,355,13,Loyal Customers,4575.962519974984,High Value
12638,33,2,604.99,4,2,3,423,9,Potential Loyalists,159.84059438224102,Low Value
12639,239,3,1112.3700000000001,2,3,4,234,9,Need Attention,399.355997740992,Low-Medium Value
12640,24,3,1012.58,4,3,3,433,10,Potential Loyalists,2813.9916908891532,Medium-High Value
12642,25,3,780.94,4,3,3,433,10,Potential Loyalists,1642.904710680951,Medium Value
12643,128,11,857.4,3,5,3,353,11,Loyal Customers,431.4502276795405,Low-Medium Value
12644,130,4,1847.69,3,3,4,334,10,Promising,675.1913667851566,Low-Medium Value
12645,34,8,3397.7,4,4,5,445,13,Champions,1502.7487113862899,Medium Value
12646,5,2,1184.25,5,2,4,524,11,Potential Loyalists,4165.257968116929,High Value
12647,22,33,10301.85,4,5,5,455,14,Champions,4860.2827296921205,High Value
12648,155,4,1112.0,3,3,4,334,10,Promising,402.2886262665507,Low-Medium Value
12649,107,7,2073.85,3,4,4,344,11,Loyal Customers,863.605680433607,Medium Value
12651,335,4,377.75,2,3,2,232,7,Need Attention,206.16621573534144,Low Value
12652,331,2,891.0300000000001,2,2,3,223,7,Need Attention,347.41149011082024,Low-Medium Value
12653,149,3,1693.85,3,3,4,334,10,Promising,724.882622755207,Medium Value
12654,11,5,601.98,5,4,3,543,12,Loyal Customers,553.0882887745533,Low-Medium Value
12656,17,8,4446.63,5,4,5,545,14,Champions,2337.6122510327855,Medium-High Value
12657,11,4,886.58,5,3,3,533,11,Potential Loyalists,2878.4211307044243,Medium-High Value
12662,1,20,6988.02,5,5,5,555,15,Champions,3632.9742866424826,High Value
12663,625,2,239.4,1,2,2,122,5,About to Sleep,60.595177222313815,Low Value
12664,16,8,358.0,5,4,2,542,11,Loyal Customers,328.47698930767643,Low-Medium Value
12665,325,3,313.6,2,3,2,232,7,Need Attention,105.6764160384665,Low Value
12668,12,9,9472.56,5,5,5,555,15,Champions,4205.696121192566,High Value
12669,151,2,1427.73,3,2,4,324,9,Promising,941.5553766338796,Medium Value
12670,10,7,3006.85,5,4,5,545,14,Champions,1306.6536564149524,Medium Value
12672,330,2,437.05,2,2,2,222,6,Need Attention,124.00920024671744,Low Value
12673,5,3,1230.02,5,3,4,534,12,Potential Loyalists,690.4723388496541,Medium Value
12674,39,4,1550.9,4,3,4,434,11,Potential Loyalists,1897.3369188725342,Medium-High Value
12675,554,2,874.5,1,2,3,123,6,About to Sleep,255.8725801705973,Low Value
12676,25,11,2354.59,4,5,5,455,14,Champions,1499.4960129173244,Medium Value
12677,555,2,395.1,1,2,2,122,5,About to Sleep,100.30558894226569,Low Value
12678,42,15,7196.04,4,5,5,455,14,Champions,3239.679508091774,Medium-High Value
12679,59,4,812.0600000000001,4,3,3,433,10,Potential Loyalists,726.6624021030157,Medium Value
12680,1,4,880.81,5,3,3,533,11,Potential Loyalists,1991.568372874553,Medium-High Value
12681,15,45,26896.61,5,5,5,555,15,Champions,12248.120358860198,High Value
12682,4,52,20460.13,5,5,5,555,15,Champions,9180.970732994,High Value
12683,4,20,9868.0,5,5,5,555,15,Champions,4366.007556534994,High Value
12684,8,7,2049.03,5,4,4,544,13,Champions,2797.276584359137,Medium-High Value
12685,28,6,2643.08,4,4,5,445,13,Champions,7996.793056080042,High Value
12689,26,2,1175.6100000000001,4,2,4,424,10,Potential Loyalists,1562.7852317247955,Medium Value
12691,28,7,736.6,4,4,3,443,11,Loyal Customers,507.5810245082925,Low-Medium Value
12693,127,7,1429.42,3,4,4,344,11,Loyal Customers,794.0449442244893,Medium Value
12694,70,3,1771.35,3,3,4,334,10,Promising,949.3657848884286,Medium Value
12695,7,7,1336.32,5,4,4,544,13,Champions,582.4589766105973,Low-Medium Value
12696,435,2,771.91,1,2,3,123,6,About to Sleep,256.5326826542575,Low Value
12697,29,3,723.34,4,3,3,433,10,Potential Loyalists,969.1961594845683,Medium Value
12700,8,4,4440.07,5,3,5,535,13,Potential Loyalists,5254.205450224931,High Value
12701,80,6,2446.41,3,4,5,345,12,Loyal Customers,1089.182519062798,Medium Value
12703,71,4,1006.53,3,3,3,333,9,Promising,372.6504318877133,Low-Medium Value
12704,7,8,1536.44,5,4,4,544,13,Champions,2686.00425961964,Medium-High Value
12705,15,13,10354.86,5,5,5,555,15,Champions,6055.146565125032,High Value
12708,30,18,5242.1,4,5,5,455,14,Champions,2318.54856126633,Medium-High Value
12709,15,31,9236.53,5,5,5,555,15,Champions,4140.097998254281,High Value
12710,97,3,1077.02,3,3,4,334,10,Promising,1212.1943540492416,Medium Value
12711,612,2,1187.8500000000001,1,2,4,124,7,About to Sleep,296.65703646920235,Low-Medium Value
12712,29,21,5555.81,4,5,5,455,14,Champions,2447.40007741529,Medium-High Value
12714,9,12,12249.59,5,5,5,555,15,Champions,5158.404520927376,High Value
12716,4,2,1053.49,5,2,4,524,11,Potential Loyalists,1347.3990417660598,Medium Value
12717,151,3,1108.91,3,3,4,334,10,Promising,423.7985725338487,Low-Medium Value
12719,5,2,644.95,5,2,3,523,10,Potential Loyalists,1701.3192694977922,Medium-High Value
12720,3,29,7738.67,5,5,5,555,15,Champions,4985.923233546019,High Value
12721,32,8,3869.08,4,4,5,445,13,Champions,2426.971067338928,Medium-High Value
12722,85,4,916.03,3,3,3,333,9,Promising,1546.498292705419,Medium Value
12723,4,5,725.07,5,4,3,543,12,Loyal Customers,3060.269633887313,Medium-High Value
12724,5,7,2317.52,5,4,5,545,14,Champions,1256.0449669189456,Medium Value
12725,371,3,2246.86,2,3,4,234,9,Need Attention,867.5328772581022,Medium Value
12726,28,11,4014.6,4,5,5,455,14,Champions,1978.0227940340608,Medium-High Value
12727,11,10,3844.27,5,5,5,555,15,Champions,1786.2752757382336,Medium-High Value
12728,71,5,1070.17,3,4,4,344,11,Loyal Customers,754.7684340344052,Medium Value
12731,24,14,8339.03,4,5,5,455,14,Champions,4041.0694628447673,High Value
12733,234,4,2258.37,2,3,4,234,9,Need Attention,831.261496454002,Medium Value
12734,353,3,407.15,2,3,2,232,7,Need Attention,234.39922216517996,Low Value
12735,315,2,779.5699999999999,2,2,3,223,7,Need Attention,391.70181901805415,Low-Medium Value
12739,78,4,1496.58,3,3,4,334,10,Promising,964.3582354160854,Medium Value
12743,134,2,546.43,3,2,3,323,8,Promising,693.6216523123541,Medium Value
12744,56,8,7745.95,4,4,5,445,13,Champions,3878.827573030728,High Value
12745,487,2,475.93,1,2,2,122,5,About to Sleep,140.22589062710838,Low Value
12747,2,26,5410.34,5,5,5,555,15,Champions,2402.9436437661598,Medium-High Value
12748,1,323,42376.68,5,5,5,555,15,Champions,19433.631431703732,High Value
12749,4,9,6644.16,5,5,5,555,15,Champions,3834.899258780905,High Value
12753,23,6,2539.98,4,4,5,445,13,Champions,1974.2867183081144,Medium-High Value
12754,277,2,61.62,2,2,1,221,5,Need Attention,33.77619515825275,Low Value
12755,281,10,601.86,2,5,3,253,10,Need Attention,263.9213348646024,Low Value
12757,16,9,4084.65,5,5,5,555,15,Champions,5837.84789867543,High Value
12758,117,7,7967.96,3,4,5,345,12,Loyal Customers,3128.9787321211065,Medium-High Value
12759,52,8,4945.74,4,4,5,445,13,Champions,1988.024530846853,Medium-High Value
12761,458,2,629.95,1,2,3,123,6,About to Sleep,229.20698451794107,Low Value
12762,8,2,1157.92,5,2,4,524,11,Potential Loyalists,8145.299567560829,High Value
12765,472,6,1226.38,1,4,4,144,9,About to Sleep,538.3386081096756,Low-Medium Value
12766,4,9,8610.380000000001,5,5,5,555,15,Champions,6349.581914898778,High Value
12775,17,7,1686.1200000000001,5,4,4,544,13,Champions,1196.0553295961286,Medium Value
12778,20,9,1775.68,4,5,4,454,13,Champions,885.2897438811601,Medium Value
12779,38,14,6085.15,4,5,5,455,14,Champions,2592.259853283409,Medium-High Value
12781,64,2,755.94,3,2,3,323,8,Promising,449.37482035066756,Low-Medium Value
12782,5,11,4114.24,5,5,5,555,15,Champions,2438.0180735964937,Medium-High Value
12783,2,4,1379.8700000000001,5,3,4,534,12,Potential Loyalists,4722.124789866052,High Value
12784,9,3,1608.75,5,3,4,534,12,Potential Loyalists,685.8562835404698,Medium Value
12785,364,3,1016.4,2,3,3,233,8,Need Attention,313.4153628506789,Low-Medium Value
12787,10,4,862.1800000000001,5,3,3,533,11,Potential Loyalists,529.9461423835002,Low-Medium Value
12788,463,4,444.90000000000003,1,3,2,132,6,About to Sleep,213.7877405672667,Low Value
12789,65,3,124.85,3,3,1,331,7,Need Attention,40.554009309222394,Low Value
12790,192,2,591.85,2,2,3,223,7,Need Attention,244.30260156535007,Low Value
12791,374,5,468.43,2,4,2,242,8,Need Attention,203.10302180049078,Low Value
12792,257,2,827.01,2,2,3,223,7,Need Attention,261.4624050940035,Low Value
12793,335,3,951.33,2,3,3,233,8,Need Attention,535.3646426425067,Low-Medium Value
12794,53,2,860.41,4,2,3,423,9,Potential Loyalists,1482.2420217797312,Medium Value
12797,366,2,806.11,2,2,3,223,7,Need Attention,321.7315780904502,Low-Medium Value
12800,470,3,584.25,1,3,3,133,7,About to Sleep,194.54967496696435,Low Value
12802,187,7,2348.42,3,4,5,345,12,Loyal Customers,1207.2308620275414,Medium Value
12804,466,2,327.02,1,2,2,122,5,About to Sleep,110.64034374886603,Low Value
12805,382,4,1121.25,2,3,4,234,9,Need Attention,421.28264300557043,Low-Medium Value
12806,435,4,1458.76,1,3,4,134,8,About to Sleep,628.2572760926188,Low-Medium Value
12808,37,5,906.1,4,4,3,443,11,Loyal Customers,529.7779583752948,Low-Medium Value
12809,178,3,1384.3400000000001,3,3,4,334,10,Promising,482.37937924593547,Low-Medium Value
12810,535,2,534.99,1,2,3,123,6,About to Sleep,133.6099237619721,Low Value
12811,261,5,1033.9,2,4,4,244,10,Need Attention,654.0491578362021,Low-Medium Value
12813,502,3,1011.4,1,3,3,133,7,About to Sleep,328.999576782727,Low-Medium Value
12815,148,2,863.46,3,2,3,323,8,Promising,739.9727813645969,Medium Value
12816,96,2,492.20000000000005,3,2,2,322,7,Promising,474.8356399242116,Low-Medium Value
12817,281,3,619.58,2,3,3,233,8,Need Attention,321.35580189039666,Low-Medium Value
12820,3,11,2689.52,5,5,5,555,15,Champions,1126.2838633195977,Medium Value
12821,214,2,220.8,2,2,1,221,5,Need Attention,61.10953539701819,Low Value
12822,71,2,846.88,3,2,3,323,8,Promising,1662.5058158275579,Medium-High Value
12825,521,2,454.83,1,2,2,122,5,About to Sleep,119.79282887515633,Low Value
12826,3,12,2775.9500000000003,5,5,5,555,15,Champions,1191.6742560253685,Medium Value
12827,6,3,430.15,5,3,2,532,10,Potential Loyalists,2251.800732660193,Medium-High Value
12828,3,6,1018.71,5,4,3,543,12,Loyal Customers,2222.0271265530096,Medium-High Value
12829,337,3,305.4,2,3,2,232,7,Need Attention,125.22042478696561,Low Value
12830,91,3,622.08,3,3,3,333,9,Promising,818.8957420707976,Medium Value
12831,262,3,451.11,2,3,2,232,7,Need Attention,219.79558437504988,Low Value
12832,32,2,383.03000000000003,4,2,2,422,8,Potential Loyalists,666.6544831962091,Low-Medium Value
12835,428,41,5687.71,1,5,5,155,11,About to Sleep,2545.689953474812,Medium-High Value
12836,59,15,5688.77,4,5,5,455,14,Champions,2432.5255335242673,Medium-High Value
