customer_id,churn_probability,actual_churn,risk_category
17599,0.997829498598775,1,Critical Risk
14556,0.9978215637613517,1,Critical Risk
15454,0.9978202085573641,1,Critical Risk
17493,0.9977929211203328,1,Critical Risk
13818,0.9977929195733823,1,Critical Risk
14889,0.9977929195733823,1,Critical Risk
13022,0.9977929195733823,1,Critical Risk
15653,0.9977929195733823,1,Critical Risk
17780,0.9977834929664096,1,Critical Risk
18007,0.9977767514413997,1,Critical Risk
17605,0.9977388863628306,1,Critical Risk
16897,0.9977288077606972,1,Critical Risk
13852,0.9977169747125387,1,Critical Risk
14143,0.9977169747125387,1,Critical Risk
16886,0.9977169747125387,1,Critical Risk
15685,0.9976639945031665,1,Critical Risk
13195,0.9976639945031665,1,Critical Risk
14391,0.9976568888820823,1,Critical Risk
16562,0.9976479873743301,1,Critical Risk
17535,0.9976254840607275,1,Critical Risk
17246,0.9976232499481115,1,Critical Risk
18246,0.9976165687746031,1,Critical Risk
15635,0.9976165687746031,1,Critical Risk
17102,0.9976165687746031,1,Critical Risk
14144,0.9976165687746031,1,Critical Risk
13120,0.9976165687746031,1,Critical Risk
15375,0.9975999684690113,1,Critical Risk
13708,0.9975893226492623,1,Critical Risk
13642,0.9975716839591504,1,Critical Risk
15884,0.997570136684331,1,Critical Risk
14249,0.9975594897072039,1,Critical Risk
15902,0.9975547138346519,1,Critical Risk
17899,0.9975473189842633,1,Critical Risk
15472,0.9975350817146164,1,Critical Risk
13121,0.9975350817146164,1,Critical Risk
16448,0.9975238536248683,1,Critical Risk
15196,0.9975238536248683,1,Critical Risk
15479,0.9975166911339148,1,Critical Risk
16963,0.9975166911339148,1,Critical Risk
17879,0.9975132419868302,1,Critical Risk
13595,0.9975119059884318,1,Critical Risk
13474,0.9975119059884318,1,Critical Risk
12958,0.9974789050562899,1,Critical Risk
15313,0.9974721576774573,1,Critical Risk
16417,0.9974669465209687,1,Critical Risk
14086,0.9974669465209687,1,Critical Risk
15941,0.9974669465209687,1,Critical Risk
12814,0.9974669465209687,1,Critical Risk
17959,0.9974669465209687,1,Critical Risk
15940,0.9974669465209687,1,Critical Risk
17151,0.9974669465209687,1,Critical Risk
16970,0.9974669465209687,1,Critical Risk
14045,0.9974669465209687,1,Critical Risk
17606,0.9974624501992689,1,Critical Risk
13432,0.9974586319451848,1,Critical Risk
15542,0.997454789881355,1,Critical Risk
13439,0.997454789881355,1,Critical Risk
13825,0.9974108016109028,1,Critical Risk
17229,0.9974108016109028,1,Critical Risk
17393,0.9974108016109028,1,Critical Risk
12979,0.9973923699268474,1,Critical Risk
16547,0.9973763252080562,1,Critical Risk
17784,0.9973763252080562,1,Critical Risk
14599,0.9973341729950457,1,Critical Risk
13150,0.99732917983622,1,Critical Risk
15408,0.9973223797621534,1,Critical Risk
14181,0.9972821838980852,1,Critical Risk
12746,0.9972804291736178,1,Critical Risk
17209,0.9972803964923821,1,Critical Risk
16487,0.9972694314994874,1,Critical Risk
13616,0.9972694314994874,1,Critical Risk
17494,0.9972659029307042,1,Critical Risk
16998,0.9972623111791614,1,Critical Risk
17945,0.997234230436317,1,Critical Risk
17196,0.9972005898136906,1,Critical Risk
16114,0.997175215392675,1,Critical Risk
16300,0.9971501489845741,1,Critical Risk
15043,0.9971097644441559,1,Critical Risk
17933,0.9971076318655967,1,Critical Risk
15094,0.9970960535422627,1,Critical Risk
16436,0.9970861457002539,1,Critical Risk
14172,0.9970861457002539,1,Critical Risk
17518,0.9970751864768407,1,Critical Risk
15833,0.9970656193520803,1,Critical Risk
13794,0.9969945273323045,1,Critical Risk
14833,0.9969945273323045,1,Critical Risk
14347,0.9969945273323045,1,Critical Risk
17960,0.9969753053993539,1,Critical Risk
16815,0.9969621344628752,1,Critical Risk
17843,0.9969621344628752,1,Critical Risk
15250,0.9969518868495968,1,Critical Risk
14384,0.9969518868495968,1,Critical Risk
14153,0.9969369257869108,1,Critical Risk
14650,0.9969271138719917,1,Critical Risk
15702,0.9969247439651858,1,Critical Risk
17693,0.99692444598009,1,Critical Risk
16935,0.9969125794188577,1,Critical Risk
12661,0.9969073106516158,1,Critical Risk
14266,0.9969033508528977,1,Critical Risk
14576,0.9969033508528977,1,Critical Risk
17533,0.9969033508528977,1,Critical Risk
17893,0.9968542916787869,1,Critical Risk
16247,0.9968536742070642,1,Critical Risk
17944,0.9968423777379621,1,Critical Risk
17763,0.9968306649423739,1,Critical Risk
17499,0.9968200081964743,1,Critical Risk
16113,0.9968199931331577,1,Critical Risk
14492,0.996809503950843,1,Critical Risk
17743,0.9968022645959622,1,Critical Risk
13413,0.9967883311650162,1,Critical Risk
18013,0.9967861750360433,1,Critical Risk
18238,0.9967687995393549,1,Critical Risk
18021,0.9967639709454869,1,Critical Risk
12894,0.9967531702430056,1,Critical Risk
14043,0.9967515792051842,1,Critical Risk
16598,0.996714558604709,1,Critical Risk
16599,0.9967070270729919,1,Critical Risk
16553,0.9966987238986381,1,Critical Risk
12888,0.9966658241135053,1,Critical Risk
17265,0.9966525590524986,1,Critical Risk
16382,0.9966385271912186,1,Critical Risk
12401,0.9966329812015899,1,Critical Risk
16911,0.9966226008340715,1,Critical Risk
14343,0.9966119073582115,1,Critical Risk
14458,0.996587696676971,1,Critical Risk
17401,0.9965837211039925,1,Critical Risk
14437,0.996569558738924,1,Critical Risk
16196,0.9965585906260563,1,Critical Risk
18140,0.9965504132671339,1,Critical Risk
13187,0.9965297948613079,1,Critical Risk
17810,0.9965223012187036,1,Critical Risk
14814,0.9965031481119163,1,Critical Risk
17285,0.9965011107049438,1,Critical Risk
17807,0.9964981453823225,1,Critical Risk
14413,0.9964981453823225,1,Critical Risk
16274,0.9964964636951905,1,Critical Risk
16022,0.9964964636951905,1,Critical Risk
13493,0.9964735073622194,1,Critical Risk
17264,0.9964607797738455,1,Critical Risk
18214,0.9964533290336015,1,Critical Risk
17946,0.996451704929996,1,Critical Risk
16538,0.9964269232945352,1,Critical Risk
16339,0.9964232236624287,1,Critical Risk
12964,0.9964232236624287,1,Critical Risk
17328,0.9964232236624287,1,Critical Risk
16896,0.9964232236624287,1,Critical Risk
14509,0.9964232236624287,1,Critical Risk
12551,0.9963957262705854,1,Critical Risk
17909,0.996392315599158,1,Critical Risk
13684,0.9963850933683568,1,Critical Risk
15431,0.9963830800250374,1,Critical Risk
12892,0.9963734124992046,1,Critical Risk
16521,0.9963349541780498,1,Critical Risk
13581,0.9963138712805697,1,Critical Risk
12742,0.996303691069568,1,Critical Risk
16064,0.9962853653938158,1,Critical Risk
13545,0.9962643674000787,1,Critical Risk
13903,0.9962575463879654,1,Critical Risk
16299,0.9962575463879654,1,Critical Risk
13653,0.9962575463879654,1,Critical Risk
14877,0.9962462789368562,1,Critical Risk
16219,0.9962334577714028,1,Critical Risk
15693,0.9962334577714028,1,Critical Risk
13084,0.9962334577714028,1,Critical Risk
17474,0.9962334577714028,1,Critical Risk
16392,0.9962216892536983,1,Critical Risk
12845,0.9962205390002811,1,Critical Risk
14663,0.9962202867842765,1,Critical Risk
15912,0.9962183384327825,1,Critical Risk
12736,0.9962115256888054,1,Critical Risk
16724,0.9962094668653383,1,Critical Risk
18049,0.9961733783616107,1,Critical Risk
17890,0.9961733783616107,1,Critical Risk
13132,0.9961430379881058,1,Critical Risk
17467,0.9961430379881058,1,Critical Risk
14542,0.9961430379881058,1,Critical Risk
13716,0.9961217071636724,1,Critical Risk
17390,0.9961165081151742,1,Critical Risk
18063,0.9961022284454344,1,Critical Risk
13915,0.9961022284454344,1,Critical Risk
13076,0.9960989064578601,1,Critical Risk
16840,0.9960956910866543,1,Critical Risk
17963,0.9960852994802016,1,Critical Risk
16849,0.9960542505293455,1,Critical Risk
12929,0.9960446655232141,1,Critical Risk
16582,0.9960176135805203,1,Critical Risk
16696,0.9960004963052072,1,Critical Risk
17497,0.9959750886789333,1,Critical Risk
16868,0.9959513732863294,1,Critical Risk
14082,0.9959459260224272,1,Critical Risk
17056,0.9959329112530874,1,Critical Risk
18099,0.9959237568752703,1,Critical Risk
12973,0.9958886975445612,1,Critical Risk
15962,0.9958767221299526,1,Critical Risk
16078,0.9958710675608603,1,Critical Risk
15092,0.9958530998952475,1,Critical Risk
15258,0.9958530998952475,1,Critical Risk
14024,0.9958530998952475,1,Critical Risk
16288,0.9958429070981609,1,Critical Risk
16498,0.995827586601261,1,Critical Risk
13392,0.9958234326426338,1,Critical Risk
16888,0.9958216347174106,1,Critical Risk
17210,0.9958180574048846,1,Critical Risk
16507,0.9957911431113727,1,Critical Risk
15161,0.9957911431113727,1,Critical Risk
12365,0.9957850127515929,1,Critical Risk
12855,0.9957785340357594,1,Critical Risk
15560,0.9957775651666368,1,Critical Risk
14100,0.9957758222608106,1,Critical Risk
16251,0.9957758222608106,1,Critical Risk
14980,0.9957758222608106,1,Critical Risk
15688,0.9957758222608106,1,Critical Risk
15818,0.9957617423914791,1,Critical Risk
13744,0.9957416709404272,1,Critical Risk
14779,0.9957288362852598,1,Critical Risk
12768,0.9957157870681016,1,Critical Risk
15263,0.9957112417449611,1,Critical Risk
13469,0.9957112417449611,1,Critical Risk
12980,0.9957072453770229,1,Critical Risk
17907,0.9957040687642019,1,Critical Risk
17939,0.9957040687642019,1,Critical Risk
16704,0.9956906105427157,1,Critical Risk
15003,0.9956817244961005,1,Critical Risk
13041,0.9956807336810476,1,Critical Risk
15894,0.9956656592617908,1,Critical Risk
17762,0.9956532848427598,1,Critical Risk
14839,0.9956452770229829,1,Critical Risk
13273,0.9956348353613572,1,Critical Risk
13677,0.9956325275954486,1,Critical Risk
13698,0.9956107163399307,1,Critical Risk
18084,0.995579442320035,1,Critical Risk
17000,0.9955620675319117,1,Critical Risk
17795,0.9955575703989848,1,Critical Risk
15700,0.9955506796887428,1,Critical Risk
16645,0.9955438062323063,1,Critical Risk
18031,0.9955356932771287,1,Critical Risk
14279,0.9955303106297806,1,Critical Risk
13057,0.9955071349784952,1,Critical Risk
16760,0.9955066597570849,1,Critical Risk
15131,0.9954929632685203,1,Critical Risk
15541,0.9954873026644561,1,Critical Risk
15770,0.9954795251078044,1,Critical Risk
14078,0.9954763389414734,1,Critical Risk
18227,0.9954337726104115,1,Critical Risk
15914,0.9954294846422581,1,Critical Risk
14182,0.995427788981816,1,Critical Risk
16980,0.9954234063952171,1,Critical Risk
12405,0.9954133461187235,1,Critical Risk
18129,0.9953939412840416,1,Critical Risk
16964,0.995390428442152,1,Critical Risk
12902,0.9953807723708477,1,Critical Risk
13830,0.9953807723708477,1,Critical Risk
16058,0.9953779501251638,1,Critical Risk
18220,0.9953556977909065,1,Critical Risk
13133,0.9953556977909065,1,Critical Risk
14693,0.9953171462043799,1,Critical Risk
16610,0.9952697219859605,1,Critical Risk
15507,0.9952618908125822,1,Critical Risk
14003,0.9952548847183931,1,Critical Risk
13793,0.9952463683090376,1,Critical Risk
13051,0.9952361779593788,1,Critical Risk
17318,0.9952354222574954,1,Critical Risk
14957,0.995230184433845,1,Critical Risk
17217,0.995230184433845,1,Critical Risk
12804,0.9952228025907587,1,Critical Risk
14070,0.9951937873671952,1,Critical Risk
12869,0.9951937873671952,1,Critical Risk
16890,0.9951861000052803,1,Critical Risk
13024,0.9951707231909888,1,Critical Risk
16355,0.9951476625558294,1,Critical Risk
17200,0.9951422157672173,1,Critical Risk
17105,0.9951266278084884,1,Critical Risk
15595,0.9951124929080735,1,Critical Risk
13226,0.9951087823880505,1,Critical Risk
15715,0.995079127469761,1,Critical Risk
15813,0.9950583064187444,1,Critical Risk
13998,0.9950536709722482,1,Critical Risk
15481,0.99505279949921,1,Critical Risk
18038,0.99505241725578,1,Critical Risk
13779,0.99505241725578,1,Critical Risk
13608,0.99505241725578,1,Critical Risk
16874,0.99505241725578,1,Critical Risk
16540,0.99505241725578,1,Critical Risk
14983,0.99505241725578,1,Critical Risk
18234,0.99505241725578,1,Critical Risk
17953,0.99505241725578,1,Critical Risk
12898,0.99505241725578,1,Critical Risk
18086,0.9950503029967342,1,Critical Risk
14373,0.9950499742129842,1,Critical Risk
16082,0.995034746252829,1,Critical Risk
14615,0.9950308779205215,1,Critical Risk
17106,0.9950202210857989,1,Critical Risk
16831,0.9949779415945307,1,Critical Risk
13442,0.9949701257827276,1,Critical Risk
17882,0.9949521176404119,1,Critical Risk
15881,0.9949307501480844,1,Critical Risk
14330,0.9949253896969649,1,Critical Risk
14773,0.9949157065727542,1,Critical Risk
14536,0.9949123235034009,1,Critical Risk
14371,0.99490954923854,1,Critical Risk
15083,0.99490954923854,1,Critical Risk
12410,0.9949021370485202,1,Critical Risk
15935,0.9948988982056131,1,Critical Risk
15451,0.9948795477524905,1,Critical Risk
18052,0.9948692682017747,1,Critical Risk
17580,0.9948670636860301,1,Critical Risk
17116,0.9948549168423664,1,Critical Risk
14253,0.9948393591305473,1,Critical Risk
14454,0.9948373122421279,1,Critical Risk
13036,0.9948089030254812,1,Critical Risk
13770,0.9948049446359423,1,Critical Risk
15846,0.9947892877809822,1,Critical Risk
12414,0.9947853217866758,1,Critical Risk
16397,0.994777161996061,1,Critical Risk
18024,0.994777161996061,1,Critical Risk
13399,0.9947736045524178,1,Critical Risk
13444,0.994769080088307,1,Critical Risk
17740,0.9947676712000796,1,Critical Risk
17967,0.9947664957385248,1,Critical Risk
16798,0.9947458516601495,1,Critical Risk
17789,0.9947457882251753,1,Critical Risk
12815,0.9947364446405358,1,Critical Risk
16280,0.9947316335132446,1,Critical Risk
15548,0.9947293185016854,1,Critical Risk
14955,0.9947293185016854,1,Critical Risk
16541,0.9947092582186372,1,Critical Risk
16084,0.9947092582186372,1,Critical Risk
16740,0.9947092582186372,1,Critical Risk
15982,0.9947092582186372,1,Critical Risk
13609,0.9947052397655937,1,Critical Risk
14370,0.9946774876151737,1,Critical Risk
15170,0.9946752415936273,1,Critical Risk
15305,0.9946752415936273,1,Critical Risk
13180,0.9946752415936273,1,Critical Risk
13331,0.9946727970916035,1,Critical Risk
17996,0.9946496873594307,1,Critical Risk
14187,0.9946364658532907,1,Critical Risk
12942,0.9946360834428175,1,Critical Risk
17182,0.9946088937166323,1,Critical Risk
16865,0.9946033417064393,1,Critical Risk
13567,0.9945596481851878,1,Critical Risk
15852,0.994553957517408,1,Critical Risk
15586,0.9945432269505047,1,Critical Risk
18256,0.9944903124639899,1,Critical Risk
16943,0.9944895387407425,1,Critical Risk
15412,0.9944865053570174,1,Critical Risk
17887,0.9944865053570174,1,Critical Risk
14964,0.9944865053570174,1,Critical Risk
18103,0.9944865053570174,1,Critical Risk
18076,0.9944865053570174,1,Critical Risk
14668,0.9944865053570174,1,Critical Risk
17392,0.9944824025476892,1,Critical Risk
16427,0.9944790523474277,1,Critical Risk
16766,0.9944768111284544,1,Critical Risk
16780,0.9944702993699497,1,Critical Risk
16090,0.9944631478378112,1,Critical Risk
14726,0.9944631478378112,1,Critical Risk
17417,0.9944631478378112,1,Critical Risk
15474,0.9944631478378112,1,Critical Risk
13053,0.9944631478378112,1,Critical Risk
13088,0.9944631478378112,1,Critical Risk
14588,0.9944631478378112,1,Critical Risk
12974,0.9944445240680316,1,Critical Risk
15552,0.9944445240680316,1,Critical Risk
14689,0.9944396770755501,1,Critical Risk
14267,0.9944266782131689,1,Critical Risk
17551,0.994420336704724,1,Critical Risk
14992,0.994420336704724,1,Critical Risk
16502,0.994420336704724,1,Critical Risk
14979,0.994420336704724,1,Critical Risk
18128,0.994420336704724,1,Critical Risk
17124,0.994420336704724,1,Critical Risk
13251,0.994420336704724,1,Critical Risk
17915,0.994420336704724,1,Critical Risk
17903,0.994420336704724,1,Critical Risk
13108,0.9943569178451483,1,Critical Risk
16402,0.9943331977894297,1,Critical Risk
12439,0.9943156424586695,1,Critical Risk
12807,0.9943041767457856,1,Critical Risk
14892,0.9942980023920468,1,Critical Risk
15733,0.9942980023920468,1,Critical Risk
17455,0.9942980023920468,1,Critical Risk
13130,0.9942916107237262,1,Critical Risk
15779,0.9942819899352887,1,Critical Risk
16035,0.9942811580490042,1,Critical Risk
16289,0.9942801428360959,1,Critical Risk
18046,0.9942801428360959,1,Critical Risk
17983,0.9942801428360959,1,Critical Risk
14041,0.9942801428360959,1,Critical Risk
13737,0.9942801428360959,1,Critical Risk
17055,0.9942801428360959,1,Critical Risk
14604,0.9942801428360959,1,Critical Risk
15490,0.9942801428360959,1,Critical Risk
17558,0.9942801428360959,1,Critical Risk
12641,0.9942577183514533,1,Critical Risk
17277,0.9942576986904734,1,Critical Risk
14339,0.9942379976355682,1,Critical Risk
13337,0.9942357120519794,1,Critical Risk
17544,0.9942097040214108,1,Critical Risk
13071,0.9942044684934124,1,Critical Risk
17089,0.9941822233874344,1,Critical Risk
17992,0.9941786669779407,1,Critical Risk
17057,0.9941786669779407,1,Critical Risk
17276,0.9941786669779407,1,Critical Risk
14996,0.9941698729241097,1,Critical Risk
18162,0.9941635344763694,1,Critical Risk
13550,0.9941635344763694,1,Critical Risk
16387,0.9941540728123023,1,Critical Risk
17044,0.9941459305345277,1,Critical Risk
17804,0.9941360126334918,1,Critical Risk
12467,0.9941257439913683,1,Critical Risk
17020,0.9941200842933087,1,Critical Risk
13145,0.9941112520243636,1,Critical Risk
13747,0.9941112520243636,1,Critical Risk
16901,0.9940981530472887,1,Critical Risk
15528,0.9940972379506294,1,Critical Risk
14094,0.9940972379506294,1,Critical Risk
17296,0.9940972379506294,1,Critical Risk
18157,0.9940972379506294,1,Critical Risk
13540,0.9940934021384916,1,Critical Risk
17525,0.9940934021384916,1,Critical Risk
16129,0.9940822355697656,1,Critical Risk
16617,0.9940597798935917,1,Critical Risk
15234,0.9940478043821079,1,Critical Risk
17995,0.9940433358831952,1,Critical Risk
14220,0.9940286926607992,1,Critical Risk
12797,0.9940222561022923,1,Critical Risk
15889,0.9940145597696478,1,Critical Risk
16972,0.9940103292844839,1,Critical Risk
13720,0.9940033312310532,1,Critical Risk
14002,0.99399203964182,1,Critical Risk
13303,0.993952323983915,1,Critical Risk
13490,0.9939492106067483,1,Critical Risk
16431,0.9939443778884103,1,Critical Risk
14464,0.9939428207438834,1,Critical Risk
17756,0.9939366385839251,1,Critical Risk
12687,0.9939304561726031,1,Critical Risk
14097,0.9939243897586449,1,Critical Risk
16772,0.9939176757754854,1,Critical Risk
16421,0.993916254241897,1,Critical Risk
16351,0.9939064754733237,1,Critical Risk
13556,0.993901232570787,1,Critical Risk
13766,0.9938958648465887,1,Critical Risk
15578,0.9938943410132518,1,Critical Risk
13605,0.9938845129957172,1,Critical Risk
18002,0.9938787639548142,1,Critical Risk
14654,0.9938746129624562,1,Critical Risk
17989,0.9938746129624562,1,Critical Risk
17335,0.9938452107489133,1,Critical Risk
18095,0.9938438213695215,1,Critical Risk
17578,0.9938431243955727,1,Critical Risk
17396,0.9938422010190291,1,Critical Risk
14237,0.9938358533072438,1,Critical Risk
17140,0.9938310672867552,1,Critical Risk
16640,0.9938246528741342,1,Critical Risk
12470,0.9938079637146936,1,Critical Risk
13312,0.9937994818841014,1,Critical Risk
14026,0.9937902350681247,1,Critical Risk
13785,0.9937654221376977,1,Critical Risk
13250,0.9937625367513732,1,Critical Risk
16752,0.9937406331967881,1,Critical Risk
15334,0.9937388909616719,1,Critical Risk
15363,0.9937252711134823,1,Critical Risk
15191,0.9937144097171401,1,Critical Risk
12369,0.9937092304054247,1,Critical Risk
17429,0.9937065474634424,1,Critical Risk
14007,0.9936877423210432,1,Critical Risk
16028,0.9936877423210432,1,Critical Risk
12881,0.9936877423210432,1,Critical Risk
14435,0.9936625410504376,1,Critical Risk
15349,0.9936598535515635,1,Critical Risk
14196,0.9936499690626528,1,Critical Risk
17910,0.9936480622850398,1,Critical Risk
17569,0.9936480622850398,1,Critical Risk
17859,0.9936480622850398,1,Critical Risk
13703,0.9936480622850398,1,Critical Risk
14724,0.9936480622850398,1,Critical Risk
15954,0.9936480622850398,1,Critical Risk
13570,0.9936480622850398,1,Critical Risk
17833,0.9936480622850398,1,Critical Risk
17765,0.9936439428342587,1,Critical Risk
18011,0.9936400306065419,1,Critical Risk
13679,0.9936095557961712,1,Critical Risk
13144,0.9936041906974381,1,Critical Risk
15377,0.9935963084739555,1,Critical Risk
16356,0.9935809174499779,1,Critical Risk
16006,0.9935725034944434,1,Critical Risk
16786,0.993567530278527,1,Critical Risk
13848,0.993567530278527,1,Critical Risk
15063,0.9935642848726206,1,Critical Risk
17074,0.9935514740488681,1,Critical Risk
16162,0.9935514740488681,1,Critical Risk
15455,0.9935514740488681,1,Critical Risk
13398,0.9935426461699782,1,Critical Risk
13411,0.99350888362932,1,Critical Risk
15174,0.9935059809157643,1,Critical Risk
15294,0.9934981447636788,1,Critical Risk
12386,0.9934955364854975,1,Critical Risk
15666,0.9934850444040708,1,Critical Risk
