customer_id,churn_probability,actual_churn,risk_category,recency_days,frequency,monetary,avg_order_value,customer_age_days
14183,0.9982931122830888,1,Critical Risk,410,2,286.29,8.179714285714287,69
14433,0.9982778809230788,1,Critical Risk,465,1,289.6,3.7610389610389614,0
15019,0.9982778809230788,1,Critical Risk,266,1,266.0,3.8,0
18132,0.9982778809230788,1,Critical Risk,503,1,226.9,3.437878787878788,0
16937,0.9982778809230788,1,Critical Risk,498,1,202.1,3.9627450980392154,0
15457,0.9982778809230788,1,Critical Risk,261,1,237.07,4.087413793103448,0
13944,0.9982448764957046,1,Critical Risk,652,1,200.43,5.726571428571429,0
15020,0.9982419178198201,1,Critical Risk,378,1,203.42,7.265,0
16068,0.9982157102029453,1,Critical Risk,593,1,122.93,3.152051282051282,0
14736,0.9981990672515272,1,Critical Risk,484,2,401.08,4.0108,0
16673,0.998186794385708,1,Critical Risk,678,1,188.83,9.441500000000001,0
15820,0.998186794385708,1,Critical Risk,319,1,116.98,7.31125,0
13302,0.9981853755991625,1,Critical Risk,526,1,18.95,18.95,0
14571,0.9981793995353193,1,Critical Risk,424,1,161.65,5.214516129032258,0
13163,0.9981635641370821,1,Critical Risk,609,1,17.65,8.825,0
14990,0.9981597198748869,1,Critical Risk,611,2,200.77,4.780238095238095,118
14602,0.9981458464659483,1,Critical Risk,655,1,205.35999999999999,6.624516129032258,0
15843,0.9981323432807637,1,Critical Risk,303,1,118.95,14.86875,0
16944,0.9981323432807637,1,Critical Risk,609,1,101.36,14.48,0
15746,0.9980990346840422,1,Critical Risk,133,1,196.88,7.031428571428571,0
15338,0.9980948759213635,1,Critical Risk,676,1,283.43,4.723833333333333,0
12988,0.998074608301388,1,Critical Risk,291,1,535.32,5.818695652173914,0
14575,0.998074608301388,1,Critical Risk,487,1,460.71,6.225810810810811,0
13217,0.9980357533455281,1,Critical Risk,121,1,52.02,52.02,0
13438,0.9980357533455281,1,Critical Risk,546,1,46.5,46.5,0
14380,0.9980357533455281,1,Critical Risk,681,1,48.96,48.96,0
12466,0.9980357533455281,1,Critical Risk,681,1,56.73,56.73,0
14207,0.9980357533455281,1,Critical Risk,687,1,55.8,55.8,0
14351,0.9980357533455281,1,Critical Risk,164,1,51.0,51.0,0
15242,0.9980357533455281,1,Critical Risk,421,1,47.400000000000006,47.400000000000006,0
13533,0.9980245066392596,1,Critical Risk,182,3,270.79,3.563026315789474,84
15895,0.9980099503963062,1,Critical Risk,149,1,42.01,4.201,0
16349,0.9980099503963062,1,Critical Risk,290,1,53.5,5.944444444444445,0
13586,0.9980037893839925,1,Critical Risk,540,1,131.53,6.263333333333334,0
17971,0.9980037893839925,1,Critical Risk,547,1,161.94,7.711428571428572,0
16277,0.9980037893839925,1,Critical Risk,733,1,188.69,8.203913043478261,0
15959,0.9979612583706077,1,Critical Risk,681,3,579.49,7.4293589743589745,0
17976,0.9979612583706077,1,Critical Risk,371,1,706.38,5.433692307692308,0
14972,0.9979557916261104,1,Critical Risk,127,2,145.07,7.2535,252
15352,0.9979529160170796,1,Critical Risk,548,1,114.95,3.1067567567567567,0
12860,0.9979529160170796,1,Critical Risk,692,1,55.47,3.262941176470588,0
15519,0.9979089331107673,1,Critical Risk,382,2,263.25,7.3125,63
13646,0.9979027123190315,1,Critical Risk,399,2,326.25,5.625,0
17599,0.997829498598775,1,Critical Risk,477,1,52.05,17.349999999999998,0
14556,0.9978215637613517,1,Critical Risk,595,3,835.34,4.114975369458128,92
15454,0.9978202085573641,1,Critical Risk,361,2,307.69,7.504634146341464,256
17493,0.9977929211203328,1,Critical Risk,384,1,100.91,12.61375,0
13818,0.9977929195733823,1,Critical Risk,429,1,61.28,12.256,0
14889,0.9977929195733823,1,Critical Risk,335,1,135.9,13.59,0
13022,0.9977929195733823,1,Critical Risk,429,1,65.3,13.059999999999999,0
15653,0.9977929195733823,1,Critical Risk,115,1,48.0,12.0,0
17780,0.9977834929664096,1,Critical Risk,666,3,352.91,4.356913580246914,17
18007,0.9977767514413997,1,Critical Risk,392,1,220.32,4.32,0
17605,0.9977388863628306,1,Critical Risk,589,1,92.75,7.729166666666667,0
16897,0.9977288077606972,1,Critical Risk,298,2,289.78,7.831891891891891,14
13852,0.9977169747125387,1,Critical Risk,610,1,187.35000000000002,17.031818181818185,0
14143,0.9977169747125387,1,Critical Risk,133,1,115.8,16.54285714285714,0
16886,0.9977169747125387,1,Critical Risk,455,1,134.0,16.75,0
15685,0.9976639945031665,1,Critical Risk,449,1,55.980000000000004,3.2929411764705883,0
13195,0.9976639945031665,1,Critical Risk,413,1,172.38,3.315,0
14391,0.9976568888820823,1,Critical Risk,576,1,135.6,9.685714285714285,0
16562,0.9976479873743301,1,Critical Risk,476,1,223.86,6.584117647058824,0
17535,0.9976254840607275,1,Critical Risk,279,1,164.4,12.646153846153847,0
17246,0.9976232499481115,1,Critical Risk,546,2,38.92,6.486666666666667,191
18246,0.9976165687746031,1,Critical Risk,232,1,29.5,29.5,0
15635,0.9976165687746031,1,Critical Risk,395,1,25.5,25.5,0
17102,0.9976165687746031,1,Critical Risk,261,1,25.5,25.5,0
14144,0.9976165687746031,1,Critical Risk,485,1,30.6,30.6,0
13120,0.9976165687746031,1,Critical Risk,238,1,30.6,30.6,0
15375,0.9975999684690113,1,Critical Risk,689,1,60.959999999999994,10.159999999999998,0
13708,0.9975893226492623,1,Critical Risk,270,1,296.88,5.821176470588235,0
13642,0.9975716839591504,1,Critical Risk,215,4,514.72,4.515087719298246,217
15884,0.997570136684331,1,Critical Risk,431,2,108.1,7.721428571428571,303
14249,0.9975594897072039,1,Critical Risk,410,12,4988.561,17.565355633802817,268
15902,0.9975547138346519,1,Critical Risk,379,1,145.01,8.056111111111111,0
17899,0.9975473189842633,1,Critical Risk,158,1,155.8,4.86875,0
15472,0.9975350817146164,1,Critical Risk,112,1,371.56,4.888947368421053,0
13121,0.9975350817146164,1,Critical Risk,268,1,283.73,5.674600000000001,0
16448,0.9975238536248683,1,Critical Risk,197,2,367.87,7.074423076923077,272
15196,0.9975238536248683,1,Critical Risk,432,2,316.25,7.354651162790698,293
15479,0.9975166911339148,1,Critical Risk,732,1,147.4,16.37777777777778,0
16963,0.9975166911339148,1,Critical Risk,186,1,110.55000000000001,15.792857142857144,0
17879,0.9975132419868302,1,Critical Risk,173,1,49.16,9.831999999999999,0
13595,0.9975119059884318,1,Critical Risk,516,3,753.72,4.991523178807947,129
13474,0.9975119059884318,1,Critical Risk,235,3,663.79,5.106076923076923,258
12958,0.9974789050562899,1,Critical Risk,399,2,473.79,8.460535714285715,182
15313,0.9974721576774573,1,Critical Risk,109,1,52.0,52.0,0
16417,0.9974669465209687,1,Critical Risk,492,1,35.7,35.7,0
14086,0.9974669465209687,1,Critical Risk,462,1,39.95,39.95,0
15941,0.9974669465209687,1,Critical Risk,636,1,81.0,40.5,0
12814,0.9974669465209687,1,Critical Risk,101,1,40.0,40.0,0
17959,0.9974669465209687,1,Critical Risk,591,1,39.95,39.95,0
15940,0.9974669465209687,1,Critical Risk,310,1,35.8,35.8,0
17151,0.9974669465209687,1,Critical Risk,734,1,35.7,35.7,0
16970,0.9974669465209687,1,Critical Risk,625,1,71.4,35.7,0
14045,0.9974669465209687,1,Critical Risk,540,1,34.0,34.0,0
17606,0.9974624501992689,1,Critical Risk,736,1,87.30000000000001,14.550000000000002,0
13432,0.9974586319451848,1,Critical Risk,570,2,439.1,3.955855855855856,40
15542,0.997454789881355,1,Critical Risk,511,3,918.45,3.6446428571428573,225
13439,0.997454789881355,1,Critical Risk,254,3,986.61,5.907844311377246,270
13825,0.9974108016109028,1,Critical Risk,621,2,255.59,6.38975,108
17229,0.9974108016109028,1,Critical Risk,95,2,318.76,6.782127659574468,46
17393,0.9974108016109028,1,Critical Risk,410,2,300.03,6.383617021276595,77
12979,0.9973923699268474,1,Critical Risk,728,1,451.7,8.212727272727273,0
16547,0.9973763252080562,1,Critical Risk,545,1,111.71,4.137407407407407,0
17784,0.9973763252080562,1,Critical Risk,549,1,112.86,4.90695652173913,0
14599,0.9973341729950457,1,Critical Risk,389,2,474.54,5.787073170731707,118
13150,0.99732917983622,1,Critical Risk,483,3,69.45,17.3625,146
15408,0.9973223797621534,1,Critical Risk,263,1,267.18,7.858235294117647,0
14181,0.9972821838980852,1,Critical Risk,410,2,310.55,5.750925925925926,151
12746,0.9972804291736178,1,Critical Risk,540,1,254.55,14.973529411764707,0
17209,0.9972803964923821,1,Critical Risk,648,3,334.4,8.574358974358974,87
16487,0.9972694314994874,1,Critical Risk,576,2,209.4,5.982857142857143,81
13616,0.9972694314994874,1,Critical Risk,567,2,288.1,7.786486486486487,122
17494,0.9972659029307042,1,Critical Risk,501,1,54.7,18.233333333333334,0
16998,0.9972623111791614,1,Critical Risk,149,3,32.4,10.799999999999999,294
17945,0.997234230436317,1,Critical Risk,696,3,360.35,5.004861111111111,0
17196,0.9972005898136906,1,Critical Risk,427,1,352.9,3.3932692307692305,0
16114,0.997175215392675,1,Critical Risk,170,1,135.75000000000003,16.968750000000004,0
16300,0.9971501489845741,1,Critical Risk,429,3,1392.43,5.592088353413655,245
15043,0.9971097644441559,1,Critical Risk,472,4,323.2,8.505263157894737,60
17933,0.9971076318655967,1,Critical Risk,631,1,114.69,8.192142857142857,0
15094,0.9970960535422627,1,Critical Risk,462,2,83.0,16.6,181
16436,0.9970861457002539,1,Critical Risk,667,3,329.34,8.032682926829267,64
14172,0.9970861457002539,1,Critical Risk,604,3,402.72,7.457777777777778,37
17518,0.9970751864768407,1,Critical Risk,425,2,329.42,4.278181818181818,195
15833,0.9970656193520803,1,Critical Risk,737,1,80.4,16.080000000000002,0
13794,0.9969945273323045,1,Critical Risk,546,1,126.03,14.003333333333334,0
14833,0.9969945273323045,1,Critical Risk,498,1,94.8,13.542857142857143,0
14347,0.9969945273323045,1,Critical Risk,736,1,82.60000000000001,13.766666666666667,0
17960,0.9969753053993539,1,Critical Risk,170,3,135.08,3.6508108108108113,470
16815,0.9969621344628752,1,Critical Risk,453,2,410.97,5.553648648648649,82
17843,0.9969621344628752,1,Critical Risk,302,2,326.23,5.09734375,108
15250,0.9969518868495968,1,Critical Risk,640,1,60.0,20.0,0
14384,0.9969518868495968,1,Critical Risk,500,1,58.5,19.5,0
14153,0.9969369257869108,1,Critical Risk,482,1,233.39999999999998,13.729411764705882,0
14650,0.9969271138719917,1,Critical Risk,588,1,62.5,15.625,0
15702,0.9969247439651858,1,Critical Risk,475,2,140.39,4.679666666666666,205
17693,0.99692444598009,1,Critical Risk,136,1,200.47,12.529375,0
16935,0.9969125794188577,1,Critical Risk,381,3,535.1,7.33013698630137,39
12661,0.9969073106516158,1,Critical Risk,435,1,162.0,14.727272727272727,0
14266,0.9969033508528977,1,Critical Risk,427,1,40.56,40.56,0
14576,0.9969033508528977,1,Critical Risk,371,1,70.80000000000001,35.400000000000006,0
17533,0.9969033508528977,1,Critical Risk,434,1,34.8,34.8,0
17893,0.9968542916787869,1,Critical Risk,224,1,112.25,7.015625,0
16247,0.9968536742070642,1,Critical Risk,169,1,114.56,7.16,0
17944,0.9968423777379621,1,Critical Risk,422,1,75.41,2.900384615384615,0
17763,0.9968306649423739,1,Critical Risk,262,4,86.15,6.153571428571429,395
17499,0.9968200081964743,1,Critical Risk,289,2,1128.89,16.601323529411765,271
16113,0.9968199931331577,1,Critical Risk,182,1,161.38,5.379333333333333,0
14492,0.996809503950843,1,Critical Risk,429,7,1758.71,19.541222222222224,188
17743,0.9968022645959622,1,Critical Risk,447,1,52.2,52.2,0
13413,0.9967883311650162,1,Critical Risk,639,5,233.12,5.685853658536585,47
18013,0.9967861750360433,1,Critical Risk,154,2,187.29,6.041612903225806,0
18238,0.9967687995393549,1,Critical Risk,514,1,195.92000000000002,15.070769230769232,0
18021,0.9967639709454869,1,Critical Risk,509,2,227.06,6.880606060606061,2
12894,0.9967531702430056,1,Critical Risk,574,1,157.35,7.492857142857143,0
14043,0.9967515792051842,1,Critical Risk,490,2,304.25,7.244047619047619,238
16598,0.996714558604709,1,Critical Risk,285,1,145.05,14.505,0
16599,0.9967070270729919,1,Critical Risk,385,1,172.8,14.4,0
16553,0.9966987238986381,1,Critical Risk,204,24,6184.89,30.92445,454
12888,0.9966658241135053,1,Critical Risk,254,1,84.9,42.45,0
17265,0.9966525590524986,1,Critical Risk,138,2,562.9,4.432283464566929,41
16382,0.9966385271912186,1,Critical Risk,407,2,353.1,8.025,142
12401,0.9966329812015899,1,Critical Risk,302,1,84.3,16.86,0
16911,0.9966226008340715,1,Critical Risk,635,2,255.25,7.292857142857143,25
14343,0.9966119073582115,1,Critical Risk,420,4,1088.91,4.575252100840337,268
14458,0.996587696676971,1,Critical Risk,380,1,237.42,4.84530612244898,0
17401,0.9965837211039925,1,Critical Risk,540,1,114.85,9.570833333333333,0
14437,0.996569558738924,1,Critical Risk,365,5,888.04,18.894468085106382,217
16196,0.9965585906260563,1,Critical Risk,488,1,93.3,23.325,0
18140,0.9965504132671339,1,Critical Risk,473,1,536.41,9.933518518518518,0
13187,0.9965297948613079,1,Critical Risk,336,4,367.01,5.73453125,287
17810,0.9965223012187036,1,Critical Risk,668,2,374.81,6.693035714285714,15
14814,0.9965031481119163,1,Critical Risk,580,1,160.46,5.014375,0
17285,0.9965011107049438,1,Critical Risk,627,2,428.34,8.741632653061224,34
17807,0.9964981453823225,1,Critical Risk,394,3,437.87,4.9198876404494385,309
14413,0.9964981453823225,1,Critical Risk,361,3,427.57,4.362959183673469,326
16274,0.9964964636951905,1,Critical Risk,372,1,715.9,5.342537313432835,0
16022,0.9964964636951905,1,Critical Risk,259,1,628.28,8.266842105263157,0
13493,0.9964735073622194,1,Critical Risk,286,1,80.35,26.78333333333333,0
17264,0.9964607797738455,1,Critical Risk,423,1,279.59,3.3284523809523807,0
18214,0.9964533290336015,1,Critical Risk,534,3,384.68,8.362608695652174,18
17946,0.996451704929996,1,Critical Risk,232,2,149.57999999999998,7.478999999999999,26
16538,0.9964269232945352,1,Critical Risk,540,3,320.42,7.629047619047619,54
16339,0.9964232236624287,1,Critical Risk,283,1,109.95,5.4975000000000005,0
12964,0.9964232236624287,1,Critical Risk,436,1,132.24,5.086153846153847,0
17328,0.9964232236624287,1,Critical Risk,672,1,29.700000000000003,5.94,0
16896,0.9964232236624287,1,Critical Risk,554,1,103.95,5.775,0
14509,0.9964232236624287,1,Critical Risk,533,1,110.95,4.438,0
12551,0.9963957262705854,1,Critical Risk,357,1,168.0,16.8,0
17909,0.996392315599158,1,Critical Risk,736,1,132.55,14.72777777777778,0
13684,0.9963850933683568,1,Critical Risk,285,4,444.34,4.114259259259259,335
15431,0.9963830800250374,1,Critical Risk,502,1,31.200000000000003,31.200000000000003,0
12892,0.9963734124992046,1,Critical Risk,396,1,263.38,14.632222222222222,0
16521,0.9963349541780498,1,Critical Risk,414,3,1080.01,4.537857142857143,232
13581,0.9963138712805697,1,Critical Risk,308,2,280.53000000000003,8.500909090909092,104
12742,0.996303691069568,1,Critical Risk,625,1,1201.52,17.933134328358207,0
16064,0.9962853653938158,1,Critical Risk,724,1,111.0,6.166666666666667,0
13545,0.9962643674000787,1,Critical Risk,390,2,374.64,6.572631578947369,153
13903,0.9962575463879654,1,Critical Risk,399,1,165.45000000000002,16.545,0
16299,0.9962575463879654,1,Critical Risk,476,1,193.65,16.1375,0
13653,0.9962575463879654,1,Critical Risk,487,1,152.2,16.91111111111111,0
14877,0.9962462789368562,1,Critical Risk,417,2,437.0,6.621212121212121,224
16219,0.9962334577714028,1,Critical Risk,500,1,40.8,40.8,0
15693,0.9962334577714028,1,Critical Risk,658,1,37.5,37.5,0
13084,0.9962334577714028,1,Critical Risk,491,1,40.8,40.8,0
17474,0.9962334577714028,1,Critical Risk,599,1,45.0,45.0,0
16392,0.9962216892536983,1,Critical Risk,269,3,763.05,5.121140939597315,292
12845,0.9962205390002811,1,Critical Risk,268,2,71.79,2.8716000000000004,21
14663,0.9962202867842765,1,Critical Risk,429,2,490.6,7.214705882352941,0
15912,0.9962183384327825,1,Critical Risk,177,9,844.6,9.081720430107527,551
12736,0.9962115256888054,1,Critical Risk,332,1,144.0,48.0,0
16724,0.9962094668653383,1,Critical Risk,404,1,147.35,8.66764705882353,0
18049,0.9961733783616107,1,Critical Risk,436,2,485.72,5.167234042553192,153
17890,0.9961733783616107,1,Critical Risk,322,2,602.09,6.405212765957447,38
13132,0.9961430379881058,1,Critical Risk,261,1,77.3,25.766666666666666,0
17467,0.9961430379881058,1,Critical Risk,394,1,102.6,25.65,0
14542,0.9961430379881058,1,Critical Risk,185,1,103.25,20.65,0
13716,0.9961217071636724,1,Critical Risk,268,1,138.28,6.584761904761905,0
17390,0.9961165081151742,1,Critical Risk,420,1,83.3,7.572727272727272,0
18063,0.9961022284454344,1,Critical Risk,390,1,84.60000000000001,42.300000000000004,0
13915,0.9961022284454344,1,Critical Risk,393,1,70.80000000000001,35.400000000000006,0
13076,0.9960989064578601,1,Critical Risk,457,1,135.4,15.044444444444444,0
16840,0.9960956910866543,1,Critical Risk,602,2,139.85,15.538888888888888,71
17963,0.9960852994802016,1,Critical Risk,470,4,651.51,5.817053571428572,217
16849,0.9960542505293455,1,Critical Risk,186,1,124.57,15.57125,0
12929,0.9960446655232141,1,Critical Risk,311,1,117.85,14.73125,0
16582,0.9960176135805203,1,Critical Risk,112,1,50.099999999999994,12.524999999999999,0
16696,0.9960004963052072,1,Critical Risk,213,2,88.50000000000001,17.700000000000003,34
17497,0.9959750886789333,1,Critical Risk,389,2,102.45,20.490000000000002,220
16868,0.9959513732863294,1,Critical Risk,393,3,393.39,7.285,199
14082,0.9959459260224272,1,Critical Risk,364,2,413.36,6.359384615384616,27
17056,0.9959329112530874,1,Critical Risk,737,1,45.2,6.457142857142857,0
18099,0.9959237568752703,1,Critical Risk,126,1,168.31,8.858421052631579,0
12973,0.9958886975445612,1,Critical Risk,413,1,95.55000000000001,19.110000000000003,0
15962,0.9958767221299526,1,Critical Risk,448,1,295.83,5.10051724137931,0
16078,0.9958710675608603,1,Critical Risk,668,1,283.79,7.4681578947368426,0
